"","NTD.ID","Agency.Name","Reporter.Type","Reporting.Module","Mode","TOS","Bio.Diesel","Bunker.Fuel","C.Natural.Gas","Diesel.Fuel","Electric.Battery","Electric.Propulsion","Ethanol","Methonal","Gasoline","Hydrogen","Kerosene","Liquified.Nat.Gas","Liquified.Petroleum.Gas","Renewable.Diesel","Passenger.Paid.Fares","Organization.Paid.Fares","Total.Fares"
"1124",90090,"Yolo County Transportation District","Full Reporter","Urban","DR","PT",0,0,0,35760,0,0,0,0,33354,0,0,0,0,0,127798,4864,132662
"1125",90090,"Yolo County Transportation District","Full Reporter","Urban","MB","PT",0,0,343627,52220,85168,0,0,0,0,0,0,0,0,0,838222,445775,1283997
"1126",90091,"City of Visalia","Full Reporter","Urban","CB","PT",0,0,47423,0,0,0,0,0,0,0,0,0,0,0,77686,108130,185816
"1127",90091,"City of Visalia","Full Reporter","Urban","DR","PT",0,0,34385,0,0,0,0,0,0,0,0,0,0,0,28857,45570,74427
"1128",90091,"City of Visalia","Full Reporter","Urban","MB","PT",0,0,439861,17253,510684,0,0,0,0,0,0,0,0,0,678720,138493,817213
"1129",90092,"City of Fairfield, California","Full Reporter","Urban","CB","PT",0,0,0,14017,0,0,0,0,0,0,0,0,0,0,28959,13419,42378
"1130",90092,"City of Fairfield, California","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,17395,0,0,0,0,0,56317,0,56317
"1131",90092,"City of Fairfield, California","Full Reporter","Urban","MB","PT",0,0,0,120078,0,0,0,0,0,0,0,0,0,0,307232,76040,383272
"1132",90094,"Metropolitan Transportation Commission","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,632472,0,0,0,0,0,9492334,0,9492334
"1133",90095,"San Diego Association of Governments","Full Reporter","Urban","VP","PT",0,0,0,0,57576,0,0,0,518078,0,0,0,0,0,7306723,0,7306723
"1134",90121,"Antelope Valley Transit Authority","Full Reporter","Urban","CB","PT",0,0,0,0,2496363,0,0,0,0,0,0,0,0,0,885049,0,885049
"1135",90121,"Antelope Valley Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,81612,0,0,0,45233,0,0,0,0,0,103180,0,103180
"1136",90121,"Antelope Valley Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,0,6883170,0,0,0,0,0,0,0,0,0,1254108,78341,1332449
"1137",90131,"City of Scottsdale","Full Reporter","Urban","MB","PT",0,0,93776,68723,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138",90134,"Peninsula Corridor Joint Powers Board","Full Reporter","Urban","CR","PT",0,0,0,4335636,0,0,0,0,0,0,0,0,0,0,26602071,16728021,43330092
"1139",90136,"Regional Public Transportation Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,362146,0,0,0,0,0,752689,0,752689
"1140",90136,"Regional Public Transportation Authority","Full Reporter","Urban","MB","PT",0,0,3283527,3283527,0,0,0,0,35936,0,0,113863,0,0,4645381,2301,4647682
"1141",90136,"Regional Public Transportation Authority","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,244868,0,0,0,0,0,2499997,0,2499997
"1142",90140,"City of Peoria","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,17164,0,0,0,0,0,22962,0,22962
"1143",90142,"University of California, Davis","Full Reporter","Urban","MB","DO",22290,0,200432,0,189362,0,0,0,1938,0,0,0,0,0,104437,5568471,5672908
"1144",90144,"Livermore / Amador Valley Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,328420,0,0,0,0,0,0,0,0,0,0,1350412,649706,2000118
"1145",90146,"Foothill Transit","Full Reporter","Urban","MB","PT",0,0,4612201,0,562273,0,0,0,0,34442,0,0,0,0,8031967,0,8031967
"1146",90147,"City of Los Angeles","Full Reporter","Urban","CB","PT",0,0,1208277,0,7890,0,0,0,0,0,0,0,0,0,1004622,47829,1052451
"1147",90147,"City of Los Angeles","Full Reporter","Urban","DR","PT",0,0,72292,0,0,0,0,0,110496,0,0,0,0,0,145106,0,145106
"1148",90147,"City of Los Angeles","Full Reporter","Urban","MB","PT",0,0,2320852,0,1130695,0,0,0,0,0,0,0,557658,0,72851,468,73319
"1149",90148,"Victor Valley Transit Authority","Full Reporter","Urban","CB","PT",0,0,105369,0,0,0,0,0,0,0,0,0,0,0,479136,0,479136
"1150",90148,"Victor Valley Transit Authority","Full Reporter","Urban","DR","PT",0,0,113630,0,0,0,0,0,19387,0,0,0,0,0,260865,100230,361095
"1151",90148,"Victor Valley Transit Authority","Full Reporter","Urban","MB","PT",0,0,884605,0,775014,0,0,0,2566,0,0,0,0,0,780860,306909,1087769
"1152",90148,"Victor Valley Transit Authority","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,262020,0,0,0,0,0,3125144,0,3125144
"1153",90151,"Southern California Regional Rail Authority","Full Reporter","Urban","CR","PT",7961729,0,0,139814,0,0,0,0,0,0,0,0,0,0,31103027,3224357,34327384
"1154",90154,"Los Angeles County Metropolitan Transportation Authority","Full Reporter","Urban","DR","DO",0,0,0,0,91079,0,0,0,240936,0,0,0,0,0,0,0,0
"1155",90154,"Los Angeles County Metropolitan Transportation Authority","Full Reporter","Urban","HR","DO",0,0,0,0,0,63471308,0,0,0,0,0,0,0,0,9927881,1112983,11040864
"1156",90154,"Los Angeles County Metropolitan Transportation Authority","Full Reporter","Urban","LR","DO",0,0,0,0,0,125026366,0,0,0,0,0,0,0,0,11859182,1302469,13161651
"1157",90154,"Los Angeles County Metropolitan Transportation Authority","Full Reporter","Urban","MB","DO",0,0,26223612,0,191476,0,0,0,0,0,0,0,0,0,77353010,8652178,86005188
"1158",90154,"Los Angeles County Metropolitan Transportation Authority","Full Reporter","Urban","MB","PT",0,0,2090117,0,0,0,0,0,0,0,0,0,0,0,2682050,0,2682050
"1159",90154,"Los Angeles County Metropolitan Transportation Authority","Full Reporter","Urban","RB","DO",0,0,0,0,3520265,0,0,0,0,0,0,0,0,0,1655553,184087,1839640
"1160",90154,"Los Angeles County Metropolitan Transportation Authority","Full Reporter","Urban","VP","PT",0,0,0,0,225789,0,0,0,904927,0,0,0,0,0,11248704,0,11248704
"1161",90156,"City of San Luis Obispo","Full Reporter","Urban","MB","PT",0,0,0,84511,0,0,0,0,1758,0,0,0,0,0,209970,6e+05,809970
"1162",90157,"Access Services","Full Reporter","Urban","DR","PT",0,0,247423,0,0,0,0,0,1955168,0,0,0,0,0,6039648,0,6039648
"1163",90159,"Western Contra Costa Transit Authority","Full Reporter","Urban","CB","PT",72416,0,0,0,0,0,0,0,0,0,0,0,0,0,599551,3290,602841
"1164",90159,"Western Contra Costa Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,19649,0,0,0,0,0,22390,895,23285
"1165",90159,"Western Contra Costa Transit Authority","Full Reporter","Urban","MB","PT",174270,0,0,0,0,0,0,0,1193,0,0,0,0,0,403788,143559,547347
"1166",90162,"The Eastern Contra Costa Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,152902,0,0,0,0,0,499167,41726,540893
"1167",90162,"The Eastern Contra Costa Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,534495,142836,0,0,0,0,0,0,0,0,0,929617,44128,973745
"1168",90164,"Ventura County Transportation Commission","Full Reporter","Urban","CB","PT",375589,0,0,0,0,0,0,0,0,0,0,0,0,0,556243,0,556243
"1169",90164,"Ventura County Transportation Commission","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,16337,0,0,0,0,0,24655,0,24655
"1170",90164,"Ventura County Transportation Commission","Full Reporter","Urban","MB","PT",0,0,0,0,0,0,0,0,19240,0,0,0,0,0,18200,0,18200
"1171",90171,"City of Santa Clarita","Full Reporter","Urban","CB","PT",0,0,160129,39223,0,0,0,0,0,0,0,0,0,0,396212,0,396212
"1172",90171,"City of Santa Clarita","Full Reporter","Urban","DR","PT",0,0,105951,0,0,0,0,0,22159,0,0,0,0,0,113637,0,113637
"1173",90171,"City of Santa Clarita","Full Reporter","Urban","MB","PT",0,0,470318,133,0,0,0,0,0,0,0,0,0,0,1248948,0,1248948
"1174",90173,"Transit Joint Powers Authority for Merced County","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,74204,0,0,0,0,0,56488,0,56488
"1175",90173,"Transit Joint Powers Authority for Merced County","Full Reporter","Urban","MB","PT",0,0,0,247431,0,0,0,0,67641,0,0,0,0,0,303475,623742,927217
"1176",90182,"Altamont Corridor Express","Full Reporter","Urban","CR","PT",0,0,0,570912,0,0,0,0,0,0,0,0,0,0,3829286,0,3829286
"1177",90196,"County of Placer","Full Reporter","Urban","CB","DO",0,0,0,4622,0,0,0,0,0,0,0,0,0,0,17142,0,17142
"1178",90196,"County of Placer","Full Reporter","Urban","CB","PT",0,0,0,14454,0,0,0,0,0,0,0,0,0,0,57083,0,57083
"1179",90196,"County of Placer","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,70790,0,0,0,0,0,36589,0,36589
"1180",90196,"County of Placer","Full Reporter","Urban","MB","DO",0,0,293910,13765,0,0,0,0,6644,0,0,0,0,0,647242,0,647242
"1181",90196,"County of Placer","Full Reporter","Urban","MB","PT",0,0,0,0,0,0,0,0,8105,0,0,0,0,0,2335,0,2335
"1182",90196,"County of Placer","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,1066,0,0,0,0,0,9240,0,9240
"1183",90200,"Kings County Area Public Transit Agency","Full Reporter","Urban","DR","PT",0,0,0,0,6095,0,0,0,20957,0,0,0,0,0,47104,1494,48598
"1184",90200,"Kings County Area Public Transit Agency","Full Reporter","Urban","MB","PT",0,0,203740,0,0,0,0,0,2501,0,0,0,0,0,198757,243139,441896
"1185",90200,"Kings County Area Public Transit Agency","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,43806,0,0,0,0,0,555183,0,555183
"1186",90201,"City of Turlock","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,4656,0,0,0,0,0,8200,0,8200
"1187",90201,"City of Turlock","Full Reporter","Urban","MB","PT",0,0,76020,0,0,0,0,0,1692,0,0,0,0,0,79899,0,79899
"1188",90206,"San Luis Obispo Regional Transit Authority","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,43165,0,0,0,0,0,102842,0,102842
"1189",90206,"San Luis Obispo Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,71043,0,0,0,0,0,0,0,0
"1190",90206,"San Luis Obispo Regional Transit Authority","Full Reporter","Urban","MB","DO",0,0,0,228680,0,0,0,0,18417,0,0,0,0,0,798477,0,798477
"1191",90208,"Butte County Association of Governments","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,48249,0,0,0,0,0,86567,103592,190159
"1192",90208,"Butte County Association of Governments","Full Reporter","Urban","MB","PT",0,0,0,213775,0,0,0,0,7992,0,0,0,0,0,349270,599761,949031
"1193",90209,"Valley Metro Rail, Inc.","Full Reporter","Urban","LR","PT",0,0,0,0,0,28441971,0,0,0,0,0,0,0,0,6562497,341261,6903758
"1194",90209,"Valley Metro Rail, Inc.","Full Reporter","Urban","SR","PT",0,0,0,0,0,1236000,0,0,0,0,0,0,0,0,0,0,0
"1195",90211,"Anaheim Transportation Network","Full Reporter","Urban","DR","PT",0,0,3934,0,348221,0,0,0,0,0,0,0,0,0,453673,0,453673
"1196",90211,"Anaheim Transportation Network","Full Reporter","Urban","MB","PT",0,0,26330,0,1828163,0,0,0,0,0,0,0,0,0,3991585,6476811,10468396
"1197",90213,"City of Petaluma","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,5832,0,0,0,0,0,17459,3304,20763
"1198",90213,"City of Petaluma","Full Reporter","Urban","MB","PT",0,0,0,52305,0,0,0,0,0,0,0,0,0,0,119605,16425,136030
"1199",90214,"City of Redondo Beach","Full Reporter","Urban","DR","PT",0,0,20965,0,0,0,0,0,0,0,0,0,0,0,7138,0,7138
"1200",90214,"City of Redondo Beach","Full Reporter","Urban","MB","PT",0,0,123705,0,0,0,0,0,0,0,0,0,0,0,157078,0,157078
"1201",90218,"Riverside County Transportation Commission","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,43191,0,0,0,0,0,602247,0,602247
"1202",90219,"Northern Arizona Intergovernmental Public Transportation Authority","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,10739,0,0,0,0,0,26033,15469,41502
"1203",90219,"Northern Arizona Intergovernmental Public Transportation Authority","Full Reporter","Urban","MB","DO",0,0,0,190669,7399,0,0,0,0,0,0,0,0,0,659298,652533,1311831
"1204",90219,"Northern Arizona Intergovernmental Public Transportation Authority","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,5827,0,0,0,0,0,102394,0,102394
"1205",90222,"Pima Association of Governments","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,13908,0,0,0,0,0,230909,0,230909
"1206",90223,"Paratransit, Inc.","Full Reporter","Urban","DR","DO",0,0,83560,0,0,0,0,0,1708,0,0,0,0,0,0,0,0
"1207",90225,"San Francisco Bay Area Water Emergency Transportation Authority","Full Reporter","Urban","FB","PT",0,0,0,3734933,0,0,0,0,0,0,0,0,0,0,10908981,0,10908981
"1208",90226,"Imperial County Transportation Commission","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,46533,0,0,0,0,0,29291,0,29291
"1209",90226,"Imperial County Transportation Commission","Full Reporter","Urban","MB","PT",0,0,0,144381,0,0,0,0,43717,0,0,0,0,0,445238,0,445238
"1210",90230,"California Vanpool Authority","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,868961,0,0,0,0,0,12813674,0,12813674
"1211",90232,"Solano County Transit","Full Reporter","Urban","CB","PT",0,0,255014,84677,0,0,0,0,0,0,0,0,0,0,1335633,101426,1437059
"1212",90232,"Solano County Transit","Full Reporter","Urban","DR","PT",0,0,4740,0,0,0,0,0,15000,0,0,0,0,0,60264,0,60264
"1213",90232,"Solano County Transit","Full Reporter","Urban","MB","PT",0,0,843,115777,17567,0,0,0,0,0,0,0,0,0,390241,0,390241
"1214",90233,"Yuma County Intergovernmental Public Transportation Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,7469,0,0,0,0,0,2619,17500,20119
"1215",90233,"Yuma County Intergovernmental Public Transportation Authority","Full Reporter","Urban","MB","PT",0,0,0,118166,0,0,0,0,31119,0,0,0,0,0,382328,0,382328
"1216",90233,"Yuma County Intergovernmental Public Transportation Authority","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,24890,0,0,0,0,0,502400,0,502400
"1217",90234,"Marin County Transit District","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,67516,0,0,0,0,0,212976,0,212976
"1218",90234,"Marin County Transit District","Full Reporter","Urban","MB","PT",0,0,0,452676,66471,0,0,0,106132,0,0,0,0,0,2280275,358457,2638732
"1219",90241,"County of Maui","Full Reporter","Urban","CB","PT",0,0,0,53064,0,0,0,0,0,0,0,0,0,0,83792,0,83792
"1220",90241,"County of Maui","Full Reporter","Urban","DR","PT",0,0,0,4702,0,0,0,0,146458,0,0,0,0,0,91170,0,91170
"1221",90241,"County of Maui","Full Reporter","Urban","MB","PT",0,0,0,256742,0,0,0,0,18970,0,0,0,0,0,1477870,0,1477870
"1222",90299,"Sonoma-Marin Area Rail Transit District","Full Reporter","Urban","CR","DO",0,0,0,330685,0,0,0,0,0,0,0,0,0,0,1800747,0,1800747
"1223",90302,"San Bernardino County Transportation Authority","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,73263,0,0,0,0,0,1133081,0,1133081
"1224",90306,"Stanislaus Regional Transit Authority","Full Reporter","Urban","CB","PT",0,0,0,58117,0,0,0,0,0,0,0,0,0,0,151757,3750,155507
"1225",90306,"Stanislaus Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,30676,0,0,0,0,0,137284,0,0,0,0,0,357887,0,357887
"1226",90306,"Stanislaus Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,167235,514155,140526,0,0,0,0,0,0,0,0,0,1075051,58750,1133801
"1227",90310,"Tulare County Regional Transit Agency","Full Reporter","Urban","DR","PT",0,0,23304,0,125744,0,0,0,7336,0,0,0,0,0,189143,0,189143
"1228",90310,"Tulare County Regional Transit Agency","Full Reporter","Urban","MB","PT",0,0,189615,0,133095,0,0,0,10485,0,0,0,0,0,602096,0,602096
"1229",90311,"Stanislaus Council of Governments","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,34575,0,0,0,0,0,438694,0,438694
"1230",91092,"Tahoe Transportation District","Full Reporter","Urban","DR","DO",0,0,0,1351,0,0,0,0,12595,0,0,0,0,0,0,0,0
"1231",91092,"Tahoe Transportation District","Full Reporter","Urban","MB","DO",0,0,0,37929,160270,0,0,0,300,0,0,0,0,0,0,0,0
"1232",99422,"San Joaquin Council","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,457418,0,0,0,0,0,7383241,0,7383241
"1233",99423,"City of Glendale","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,13746,0,0,0,0,0,26562,0,26562
"1234",99423,"City of Glendale","Full Reporter","Urban","MB","PT",0,0,355106,0,0,0,0,0,0,0,0,0,0,0,463433,0,463433
"1235",99424,"City of Pasadena","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,36212,0,0,0,0,0,22967,0,22967
"1236",99424,"City of Pasadena","Full Reporter","Urban","MB","PT",0,0,246584,0,0,0,0,0,0,0,0,0,0,0,478366,0,478366
"1237",99425,"Pomona Valley Transportation Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,40676,0,0,0,0,0,79293,0,79293
"1238",1,"King County","Full Reporter","Urban","CB","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875951,2476333,7352284
"1239",1,"King County","Full Reporter","Urban","DR","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,105605,0,105605
"1240",1,"King County","Full Reporter","Urban","LR","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17033195,15668470,32701665
"1241",3,"Pierce County Transportation Benefit Area Authority","Full Reporter","Urban","CB","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4586799,0,4586799
"1242",4,"Confederated Tribes of the Colville Indian Reservation","Reduced Reporter","Tribe","FB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1243",4,"Confederated Tribes of the Colville Indian Reservation","Reduced Reporter","Tribe","FB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1244",4,"Confederated Tribes of the Colville Indian Reservation","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1245",4,"Confederated Tribes of the Colville Indian Reservation","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1246",7,"Lane Transit District","Full Reporter","Urban","DR","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11734077,11734077
"1247",8,"Tri-County Metropolitan Transportation District of Oregon","Full Reporter","Urban","DR","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6255,33337,39592
"1248",8,"Tri-County Metropolitan Transportation District of Oregon","Full Reporter","Urban","DR","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,133292,710305,843597
"1249",8,"Tri-County Metropolitan Transportation District of Oregon","Full Reporter","Urban","SR","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,576373,0,576373
"1250",9,"Kalispel Tribe of Indians","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1251",9,"Kalispel Tribe of Indians","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1252",10,"Klamath Tribes","Reduced Reporter","Tribe","CB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1253",10,"Klamath Tribes","Reduced Reporter","Tribe","CB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1254",10,"Klamath Tribes","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1255",10,"Klamath Tribes","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1256",14,"Sitka Tribe of Alaska","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1257",14,"Sitka Tribe of Alaska","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53247,0,53247
"1258",15,"Snoqualmie Indian Tribe","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1259",15,"Snoqualmie Indian Tribe","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1260",17,"Stillaguamish Tribe of Indians","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1261",17,"Stillaguamish Tribe of Indians","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1262",20,"Kitsap County Public Transportation Benefit Area Authority","Full Reporter","Urban","DR","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5430,0,5430
"1263",22,"City of Pocatello","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1264",22,"City of Pocatello","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40736,372672,413408
"1265",22,"City of Pocatello","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1266",22,"City of Pocatello","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,73690,124540,198230
"1267",30,"Chickaloon Native Village","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1268",30,"Chickaloon Native Village","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,0,2088
"1269",31,"Shoshone-Bannock Tribes","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1270",31,"Shoshone-Bannock Tribes","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1271",33,"Senior Services of Snohomish County","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1272",33,"Senior Services of Snohomish County","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14837,12000,26837
"1273",33,"Senior Services of Snohomish County","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1274",33,"Senior Services of Snohomish County","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1275",36,"Makah Tribal Council","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1276",36,"Makah Tribal Council","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,229
"1277",45,"Fairbanks North Star Borough","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1278",45,"Fairbanks North Star Borough","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40397,0,40397
"1279",45,"Fairbanks North Star Borough","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1280",45,"Fairbanks North Star Borough","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,213482,0,213482
"1281",47,"City of Corvallis","Reduced Reporter","Urban","MB","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1282",47,"City of Corvallis","Reduced Reporter","Urban","MB","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1283",48,"City of Lewiston","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1284",48,"City of Lewiston","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9926,0,9926
"1285",48,"City of Lewiston","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1286",48,"City of Lewiston","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31141,0,31141
"1287",51,"Asotin County Public Transportation Benefit Area","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1288",51,"Asotin County Public Transportation Benefit Area","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8516,0,8516
"1289",51,"Asotin County Public Transportation Benefit Area","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290",51,"Asotin County Public Transportation Benefit Area","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25398,0,25398
"1291",51,"Asotin County Public Transportation Benefit Area","Reduced Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1292",51,"Asotin County Public Transportation Benefit Area","Reduced Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,67547,0,67547
"1293",53,"Coeur d'Alene Tribe","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1294",53,"Coeur d'Alene Tribe","Reduced Reporter","Tribe","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1295",53,"Coeur d'Alene Tribe","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296",53,"Coeur d'Alene Tribe","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1297",55,"Kootenai County","Reduced Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1298",55,"Kootenai County","Reduced Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1299",59,"Josephine County","Reduced Reporter","Urban","CB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1300",59,"Josephine County","Reduced Reporter","Urban","CB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36411,0,36411
"1301",59,"Josephine County","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1302",59,"Josephine County","Reduced Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21384,0,21384
"1303",59,"Josephine County","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1304",59,"Josephine County","Reduced Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42579,0,42579
"1305",60,"The Tulalip Tribes of Washington","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1306",60,"The Tulalip Tribes of Washington","Reduced Reporter","Tribe","MB","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
