"","NTD.ID","Agency.Name","Reporter.Type","Reporting.Module","Mode","TOS","Bio.Diesel","Bunker.Fuel","C.Natural.Gas","Diesel.Fuel","Electric.Battery","Electric.Propulsion","Ethanol","Methonal","Gasoline","Hydrogen","Kerosene","Liquified.Nat.Gas","Liquified.Petroleum.Gas","Renewable.Diesel","Passenger.Paid.Fares","Organization.Paid.Fares","Total.Fares"
"1",1,"King County","Full Reporter","Urban","DR","PT",0,0,0,17880,0,0,0,0,940728,0,0,0,292568,0,793856,23036,816892
"2",1,"King County","Full Reporter","Urban","FB","DO",208441,0,0,5591,0,0,0,0,0,0,0,0,0,0,712236,781044,1493280
"3",1,"King County","Full Reporter","Urban","MB","DO",396458,0,0,7006268,2411807,0,0,0,0,0,0,0,0,0,28801889,31584416,60386305
"4",1,"King County","Full Reporter","Urban","MB","PT",0,0,0,43135,0,0,0,0,126689,0,0,0,0,0,213363,128188,341551
"5",1,"King County","Full Reporter","Urban","SR","DO",0,0,0,0,0,2122439,0,0,0,0,0,0,0,0,294664,323131,617795
"6",1,"King County","Full Reporter","Urban","TB","DO",0,0,0,0,0,13113330,0,0,0,0,0,0,0,0,4923976,5399678,10323654
"7",1,"King County","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,379932,0,0,0,0,0,3178494,3485565,6664059
"8",2,"Spokane Transit Authority","Full Reporter","Urban","DR","DO",0,0,0,30325,0,0,0,0,122502,0,0,0,0,0,426672,0,426672
"9",2,"Spokane Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,101317,0,0,0,0,29858,0,0,0,0,0,59370,0,59370
"10",2,"Spokane Transit Authority","Full Reporter","Urban","MB","DO",0,0,0,1335531,1202138,0,0,0,0,0,0,0,0,0,4758619,1005681,5764300
"11",2,"Spokane Transit Authority","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,56463,0,0,0,0,0,284041,0,284041
"12",3,"Pierce County Transportation Benefit Area Authority","Full Reporter","Urban","DR","DO",0,0,16539,0,0,0,0,0,30673,0,0,0,0,0,64780,0,64780
"13",3,"Pierce County Transportation Benefit Area Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,288887,0,0,0,0,0,322833,0,322833
"14",3,"Pierce County Transportation Benefit Area Authority","Full Reporter","Urban","MB","DO",0,0,1036567,996,265806,0,0,0,56,0,0,0,0,0,4177021,113454,4290475
"15",3,"Pierce County Transportation Benefit Area Authority","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,204380,0,0,0,0,0,1599237,0,1599237
"16",5,"City of Everett","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,68222,0,0,0,0,0,121136,0,121136
"17",5,"City of Everett","Full Reporter","Urban","MB","DO",0,0,0,220672,1043955,0,0,0,0,0,0,0,0,0,845469,123740,969209
"18",6,"City of Yakima","Full Reporter","Urban","CB","PT",0,0,0,19140,0,0,0,0,3337,0,0,0,0,0,204846,0,204846
"19",6,"City of Yakima","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,33001,0,0,0,0,0,86441,0,86441
"20",6,"City of Yakima","Full Reporter","Urban","MB","DO",0,0,0,154538,0,0,0,0,0,0,0,0,0,0,295091,0,295091
"21",7,"Lane Transit District","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,94756,0,0,0,0,0,282585,0,282585
"22",7,"Lane Transit District","Full Reporter","Urban","MB","DO",0,0,0,441921,920696,0,0,0,0,0,0,0,0,0,1351900,1110869,2462769
"23",7,"Lane Transit District","Full Reporter","Urban","MB","PT",0,0,0,8382,0,0,0,0,5806,0,0,0,0,0,23965,0,23965
"24",7,"Lane Transit District","Full Reporter","Urban","RB","DO",212371,0,0,0,0,0,0,0,0,0,0,0,0,0,1131785,809702,1941487
"25",7,"Lane Transit District","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,4744,0,0,0,0,0,65230,0,65230
"26",8,"Tri-County Metropolitan Transportation District of Oregon","Full Reporter","Urban","DR","PT",443005,0,0,0,0,0,0,0,0,0,0,0,0,0,1140878,6079679,7220557
"27",8,"Tri-County Metropolitan Transportation District of Oregon","Full Reporter","Urban","LR","DO",0,0,0,0,0,51428218,0,0,0,0,0,0,0,0,15840922,3751865,19592787
"28",8,"Tri-County Metropolitan Transportation District of Oregon","Full Reporter","Urban","MB","DO",0,0,0,0,597269,0,0,0,0,0,0,0,0,4816970,23431625,5549696,28981321
"29",8,"Tri-County Metropolitan Transportation District of Oregon","Full Reporter","Urban","YR","PT",0,0,0,0,0,0,0,0,0,0,0,0,0,85729,59990,14208,74198
"30",11,"Valley Regional Transit","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,3735,0,0,0,0,0,129,0,129
"31",11,"Valley Regional Transit","Full Reporter","Urban","DR","PT",0,0,45006,0,0,0,0,0,17638,0,0,0,0,0,87150,6560,93710
"32",11,"Valley Regional Transit","Full Reporter","Urban","MB","PT",0,0,384903,0,375953,0,0,0,0,0,0,0,0,0,537559,142895,680454
"33",12,"Municipality of Anchorage","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,130655,0,0,0,0,0,322416,578831,901247
"34",12,"Municipality of Anchorage","Full Reporter","Urban","MB","DO",0,0,0,562482,0,0,0,0,29582,0,0,0,0,0,3160339,0,3160339
"35",12,"Municipality of Anchorage","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,94553,0,0,0,0,0,1584494,0,1584494
"36",16,"City of Longview","Full Reporter","Urban","CB","DO",0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0
"37",16,"City of Longview","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,9665,0,0,0,22719,0,18498,1950,20448
"38",16,"City of Longview","Full Reporter","Urban","MB","DO",71768,0,0,0,0,0,0,0,3766,0,0,0,0,0,67576,51001,118577
"39",18,"Ben Franklin Transit","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,260236,0,0,0,0,0,134377,97307,231684
"40",18,"Ben Franklin Transit","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,71771,0,0,0,0,0,14418,0,14418
"41",18,"Ben Franklin Transit","Full Reporter","Urban","MB","DO",0,0,0,691401,0,0,0,0,0,0,0,0,0,0,468272,173197,641469
"42",18,"Ben Franklin Transit","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,116354,0,0,0,0,0,874814,27056,901870
"43",19,"Intercity Transit","Full Reporter","Urban","CB","DO",0,0,0,47506,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",19,"Intercity Transit","Full Reporter","Urban","DR","DO",0,0,0,57720,0,0,0,0,23744,0,0,0,75626,0,0,0,0
"45",19,"Intercity Transit","Full Reporter","Urban","MB","DO",0,0,0,556132,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",19,"Intercity Transit","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,146336,0,0,0,0,0,466799,0,466799
"47",20,"Kitsap County Public Transportation Benefit Area Authority","Full Reporter","Urban","DR","DO",2098,0,0,19117,0,0,0,0,2892,0,0,0,228158,0,192498,0,192498
"48",20,"Kitsap County Public Transportation Benefit Area Authority","Full Reporter","Urban","FB","DO",0,0,0,1422008,0,0,0,0,0,0,0,0,0,0,4045190,0,4045190
"49",20,"Kitsap County Public Transportation Benefit Area Authority","Full Reporter","Urban","MB","DO",157870,0,0,331278,114159,0,0,0,0,0,0,0,8232,0,2080325,0,2080325
"50",20,"Kitsap County Public Transportation Benefit Area Authority","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,33931,0,0,0,0,0,251318,0,251318
"51",21,"Whatcom Transportation Authority","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,91010,0,0,0,107497,0,82695,0,82695
"52",21,"Whatcom Transportation Authority","Full Reporter","Urban","MB","DO",0,0,0,418590,132093,0,0,0,0,0,0,0,0,0,912161,604666,1516827
"53",21,"Whatcom Transportation Authority","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,10131,0,0,0,0,0,63975,0,63975
"54",23,"City of Seattle","Full Reporter","Urban","MG","PT",0,0,0,0,0,505636,0,0,0,0,0,0,0,0,6214624,0,6214624
"55",24,"Clark County Public Transportation Benefit Area Authority","Full Reporter","Urban","DR","DO",0,0,0,167984,0,0,0,0,6189,0,0,0,0,0,204958,0,204958
"56",24,"Clark County Public Transportation Benefit Area Authority","Full Reporter","Urban","MB","DO",0,0,0,802468,202348,0,0,0,0,0,0,0,0,0,2554397,0,2554397
"57",24,"Clark County Public Transportation Benefit Area Authority","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,10024,0,0,0,0,0,112278,0,112278
"58",25,"Salem Area Mass Transit District","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,86646,0,0,0,0,0,198854,690794,889648
"59",25,"Salem Area Mass Transit District","Full Reporter","Urban","MB","DO",240935,0,364746,0,0,0,0,0,0,0,0,0,0,0,2146859,0,2146859
"60",25,"Salem Area Mass Transit District","Full Reporter","Urban","MB","PT",56761,0,0,0,0,0,0,0,19941,0,0,0,0,0,120797,0,120797
"61",25,"Salem Area Mass Transit District","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,28243,0,0,0,0,0,561683,0,561683
"62",28,"County of Pierce","Full Reporter","Urban","FB","PT",0,0,0,178238,0,0,0,0,0,0,0,0,0,0,3131940,0,3131940
"63",29,"Snohomish County Public Transportation Benefit Area Corporation","Full Reporter","Urban","CB","DO",11595,0,0,220310,0,0,0,0,0,0,0,0,0,0,290754,571980,862734
"64",29,"Snohomish County Public Transportation Benefit Area Corporation","Full Reporter","Urban","CB","PT",0,0,0,375232,0,0,0,0,0,0,0,0,0,0,1885720,2528125,4413845
"65",29,"Snohomish County Public Transportation Benefit Area Corporation","Full Reporter","Urban","DR","PT",0,0,0,0,1343,0,0,0,200012,0,0,0,4273,0,293448,15733,309181
"66",29,"Snohomish County Public Transportation Benefit Area Corporation","Full Reporter","Urban","MB","DO",80345,0,0,1526558,0,0,0,0,0,0,0,0,0,0,3806337,1051270,4857607
"67",29,"Snohomish County Public Transportation Benefit Area Corporation","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,123886,0,0,0,0,0,879729,868144,1747873
"68",34,"Rogue Valley Transportation District","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,38312,0,0,0,0,0,82597,0,82597
"69",34,"Rogue Valley Transportation District","Full Reporter","Urban","MB","DO",0,0,249852,31697,0,0,0,0,0,0,0,0,0,0,905668,0,905668
"70",35,"Washington State Ferries","Full Reporter","Urban","FB","DO",1320226,0,0,14012522,0,0,0,0,0,0,0,0,0,0,58349652,0,58349652
"71",40,"Central Puget Sound Regional Transit Authority","Full Reporter","Urban","CB","DO",517602,0,355175,1181640,0,0,0,0,0,0,0,0,0,0,5201438,6737646,11939084
"72",40,"Central Puget Sound Regional Transit Authority","Full Reporter","Urban","CB","PT",0,0,0,621180,0,0,0,0,0,0,0,0,0,0,1161736,1479722,2641458
"73",40,"Central Puget Sound Regional Transit Authority","Full Reporter","Urban","CR","PT",0,0,0,1227003,0,0,0,0,0,0,0,0,0,0,1867032,3138306,5005338
"74",40,"Central Puget Sound Regional Transit Authority","Full Reporter","Urban","LR","DO",0,0,0,0,0,40633197,0,0,0,0,0,0,0,0,17033195,15668470,32701665
"75",40,"Central Puget Sound Regional Transit Authority","Full Reporter","Urban","SR","DO",0,0,0,0,0,641116,0,0,0,0,0,0,0,0,68375,62450,130825
"76",41,"Alaska Railroad Corporation","Full Reporter","Urban","AR","DO",0,0,0,973495,0,0,0,0,0,0,0,0,0,0,36125687,0,36125687
"77",43,"Chelan Douglas PTBA","Full Reporter","Urban","DR","DO",0,0,0,0,3761,0,0,0,54528,0,0,0,0,0,0,0,0
"78",43,"Chelan Douglas PTBA","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0
"79",43,"Chelan Douglas PTBA","Full Reporter","Urban","MB","DO",0,0,0,135184,1341349,0,0,0,82298,0,0,0,0,0,0,0,0
"80",43,"Chelan Douglas PTBA","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,7147,0,0,0,0,0,14012,0,14012
"81",44,"Skagit Transit","Full Reporter","Urban","CB","DO",0,0,0,74965,0,0,0,0,0,0,0,0,0,0,77068,0,77068
"82",44,"Skagit Transit","Full Reporter","Urban","DR","DO",0,0,0,913,0,0,0,0,0,0,0,0,100477,0,101694,0,101694
"83",44,"Skagit Transit","Full Reporter","Urban","MB","DO",0,0,0,188048,0,0,0,0,0,0,0,0,0,0,231231,0,231231
"84",44,"Skagit Transit","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,31415,0,0,0,0,0,305623,0,305623
"85",46,"City of Wilsonville","Full Reporter","Urban","DR","DO",0,0,7493,0,0,0,0,0,4604,0,0,0,0,0,0,0,0
"86",46,"City of Wilsonville","Full Reporter","Urban","MB","DO",0,0,22479,20153,204851,0,0,0,13812,0,0,0,0,0,53959,0,53959
"87",46,"City of Wilsonville","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,330,0,0,0,0,0,5548,0,5548
"88",57,"Central Oregon Intergovernmental Council","Full Reporter","Urban","CB","DO",0,0,0,51658,0,0,0,0,11298,0,0,0,0,0,157550,0,157550
"89",57,"Central Oregon Intergovernmental Council","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,21475,0,0,0,0,0,0,6402,6402
"90",57,"Central Oregon Intergovernmental Council","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,20316,0,0,0,0,0,0,2998,2998
"91",57,"Central Oregon Intergovernmental Council","Full Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,4521,0,0,0,0,0,0,0,0
"92",57,"Central Oregon Intergovernmental Council","Full Reporter","Urban","MB","PT",0,0,0,39912,0,0,0,0,904,0,0,0,0,0,130010,0,130010
"93",58,"City of Portland","Full Reporter","Urban","SR","PT",0,0,0,0,0,2497870,0,0,0,0,0,0,0,0,576373,0,576373
"94",58,"City of Portland","Full Reporter","Urban","TR","PT",0,0,0,0,0,361200,0,0,0,0,0,0,0,0,633753,0,633753
"95",376,"Ride Connection, Inc.","Full Reporter","Urban","DR","DO",0,0,0,0,596,0,0,0,33048,0,0,0,0,0,0,0,0
"96",376,"Ride Connection, Inc.","Full Reporter","Urban","MB","DO",0,0,0,0,0,0,0,0,40471,0,0,0,0,0,34730,0,34730
"97",415,"Ada County Highway District","Full Reporter","Urban","VP","DO",0,0,0,0,0,0,0,0,93898,0,0,0,0,0,891204,88395,979599
"98",10001,"Rhode Island Public Transit Authority","Full Reporter","Urban","DR","DO",0,0,0,27386,0,0,0,0,257505,0,0,0,0,0,204614,242547,447161
"99",10001,"Rhode Island Public Transit Authority","Full Reporter","Urban","MB","DO",0,0,0,1911644,24340,0,0,0,0,0,0,0,0,0,9073722,5334302,14408024
"100",10001,"Rhode Island Public Transit Authority","Full Reporter","Urban","VP","PT",0,0,0,0,0,0,0,0,36655,0,0,0,0,0,512075,0,512075
"101",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","CR","PT",0,0,0,12940342,0,0,0,0,0,0,0,0,0,0,112639505,0,112639505
"102",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,1089105,0,0,0,0,0,3358860,0,3358860
"103",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT",0,0,0,1272099,0,0,0,0,0,0,0,0,0,0,7127213,0,7127213
"104",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO",0,0,0,0,0,135803120,0,0,0,0,0,0,0,0,128794748,0,128794748
"105",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO",0,0,0,0,0,44642884,0,0,0,0,0,0,0,0,47726099,0,47726099
"106",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO",0,0,1555699,4597888,0,0,0,0,0,0,0,0,0,0,70186983,0,70186983
"107",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT",0,0,0,246927,0,0,0,0,9474,0,0,0,0,0,48387,0,48387
"108",10003,"Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO",0,0,0,349862,196542,1099315,0,0,0,0,0,0,0,0,6313581,0,6313581
"109",10004,"Brockton Area Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,73279,0,0,0,0,0,117069,777349,894418
"110",10004,"Brockton Area Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,250544,0,0,0,0,0,0,0,0,0,0,1761329,0,1761329
"111",10005,"Lowell Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,69631,0,0,0,0,0,124466,0,124466
"112",10005,"Lowell Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,176594,0,0,0,0,8229,0,0,0,0,0,782183,0,782183
"113",10006,"Southeastern Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,104804,0,0,0,0,0,196015,0,196015
"114",10006,"Southeastern Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,349633,0,0,0,0,0,0,0,0,0,0,1662215,0,1662215
"115",10007,"Berkshire Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,36534,0,0,0,0,0,75456,0,75456
"116",10007,"Berkshire Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,63484,0,0,0,0,73165,0,0,0,0,0,516295,22500,538795
"117",10008,"Pioneer Valley Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,248650,0,0,0,0,0,506521,0,506521
"118",10008,"Pioneer Valley Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,972038,403775,0,0,0,22757,0,0,0,0,0,4267907,1500358,5768265
"119",10013,"Merrimack Valley Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,123670,0,0,0,0,0,259,0,259
"120",10013,"Merrimack Valley Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,335518,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",10014,"Worcester Regional Transit Authority","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,39881,0,0,0,0,0,0,0,0
"122",10014,"Worcester Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,78300,0,0,0,0,0,49475,21000,70475
"123",10014,"Worcester Regional Transit Authority","Full Reporter","Urban","MB","DO",0,0,0,383374,0,0,0,0,21468,0,0,0,0,0,0,0,0
"124",10016,"Greater Portland Transit District","Full Reporter","Urban","MB","DO",0,0,62634,235530,74699,0,0,0,0,0,0,0,0,0,1217340,969741,2187081
"125",10017,"Greater Hartford Transit District","Full Reporter","Urban","DR","PT",0,0,0,18056,0,0,0,0,521599,0,0,0,0,0,1296640,0,1296640
"126",10040,"Southeast Area Transit District","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,22808,0,0,0,0,0,12926,0,12926
"127",10040,"Southeast Area Transit District","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,11835,0,0,0,0,0,4386,0,4386
"128",10040,"Southeast Area Transit District","Full Reporter","Urban","MB","DO",16606,0,0,187864,0,0,0,0,5351,0,0,0,0,0,293680,2561,296241
"129",10042,"Valley Transit District","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,39997,0,0,0,0,0,17911,107010,124921
"130",10045,"Connecticut Department of Transportation - CTTransit New Britain -Dattco.","Full Reporter","Urban","CB","PT",0,0,0,195369,0,0,0,0,0,0,0,0,0,0,28807,0,28807
"131",10045,"Connecticut Department of Transportation - CTTransit New Britain -Dattco.","Full Reporter","Urban","MB","PT",0,0,0,54146,0,0,0,0,0,0,0,0,0,0,18663,0,18663
"132",10048,"Connecticut Department of Transportation - CTTRANSIT - Hartford Division","Full Reporter","Urban","MB","DO",0,0,0,2087610,0,0,0,0,0,0,0,0,0,0,2875750,0,2875750
"133",10048,"Connecticut Department of Transportation - CTTRANSIT - Hartford Division","Full Reporter","Urban","RB","DO",0,0,0,238128,0,0,0,0,0,0,0,0,0,0,216454,0,216454
"134",10049,"Greater New Haven Transit District","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,263840,0,0,0,0,0,42383,0,42383
"135",10050,"Greater Bridgeport Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,37963,0,0,0,0,1352,0,0,0,0,0,34025,19983,54008
"136",10050,"Greater Bridgeport Transit Authority","Full Reporter","Urban","MB","DO",0,0,0,481634,7067,0,0,0,0,0,0,0,0,0,739758,364358,1104116
"137",10051,"Housatonic Area Regional Transit","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,69630,0,0,0,0,0,26687,20753,47440
"138",10051,"Housatonic Area Regional Transit","Full Reporter","Urban","MB","DO",0,0,0,138439,0,0,0,0,48491,0,0,0,0,0,176781,268155,444936
"139",10053,"Cape Ann Transportation Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,51843,0,0,0,0,0,42520,0,42520
"140",10053,"Cape Ann Transportation Authority","Full Reporter","Urban","MB","PT",0,0,0,39597,0,0,0,0,4274,0,0,0,0,0,96757,0,96757
"141",10055,"Connecticut Department of Transportation - CTTRANSIT New Haven Division","Full Reporter","Urban","MB","DO",0,0,0,1172593,788,0,0,0,0,0,0,0,0,0,1351064,0,1351064
"142",10056,"Connecticut Department of Transportation - CTTRANSIT Stamford Division","Full Reporter","Urban","MB","DO",0,0,0,406472,0,0,0,0,0,0,0,0,0,0,844906,0,844906
"143",10057,"Norwalk Transit District","Full Reporter","Urban","DR","DO",0,0,0,10488,0,0,0,0,117784,0,0,0,0,0,173199,0,173199
"144",10057,"Norwalk Transit District","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,24978,0,0,0,0,0,69440,0,69440
"145",10057,"Norwalk Transit District","Full Reporter","Urban","MB","DO",0,0,0,191148,0,0,0,0,0,0,0,0,0,0,879135,0,879135
"146",10061,"Montachusett Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,242287,0,0,0,0,0,2182422,0,2182422
"147",10061,"Montachusett Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,74722,0,0,0,0,49034,0,0,0,0,0,241652,282949,524601
"148",10064,"Greater Attleboro-Taunton Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,226694,0,0,0,0,0,454652,150000,604652
"149",10064,"Greater Attleboro-Taunton Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,0,125825,50747,0,0,0,5850,0,0,0,0,0,412788,0,412788
"150",10066,"Green Mountain Transit Authority","Full Reporter","Urban","CB","DO",0,0,0,70929,0,0,0,0,15214,0,0,0,0,0,0,0,0
"151",10066,"Green Mountain Transit Authority","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,53696,0,0,0,0,0,0,2013642,2013642
"152",10066,"Green Mountain Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,93846,0,0,0,0,0,0,0,0
"153",10066,"Green Mountain Transit Authority","Full Reporter","Urban","MB","DO",0,0,0,292238,37876,0,0,0,39029,0,0,0,0,0,0,0,0
"154",10086,"Cooperative Alliance for Seacoast Transportation","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,29613,0,0,0,0,0,50886,42489,93375
"155",10086,"Cooperative Alliance for Seacoast Transportation","Full Reporter","Urban","MB","DO",42400,0,0,52975,0,0,0,0,15259,0,0,0,0,0,277273,0,277273
"156",10087,"City of Nashua","Full Reporter","Urban","DR","PT",1035,0,0,0,0,0,0,0,17574,0,0,0,0,0,40064,0,40064
"157",10087,"City of Nashua","Full Reporter","Urban","MB","PT",14416,0,65272,0,0,0,0,0,5614,0,0,0,0,0,197574,12500,210074
"158",10088,"Casco Bay Island Transit District","Full Reporter","Urban","FB","DO",45162,0,0,260472,0,0,0,0,0,0,0,0,0,0,3076537,0,3076537
"159",10098,"Western Maine Transportation Services, Inc.","Full Reporter","Urban","CB","DO",0,0,0,19685,0,0,0,0,16425,0,0,0,0,0,53224,20677,73901
"160",10098,"Western Maine Transportation Services, Inc.","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,39642,0,0,0,0,0,98235,6438,104673
"161",10098,"Western Maine Transportation Services, Inc.","Full Reporter","Urban","MB","DO",0,0,0,18090,0,0,0,0,1465,0,0,0,0,0,27755,0,27755
"162",10102,"Connecticut Department of Transportation","Full Reporter","Urban","CB","PT",0,0,0,204637,0,0,0,0,0,0,0,0,0,0,31946,47765,79711
"163",10102,"Connecticut Department of Transportation","Full Reporter","Urban","CR","DO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",10102,"Connecticut Department of Transportation","Full Reporter","Urban","CR","PT",0,0,0,198924,0,5991608,0,0,0,0,0,0,0,0,1261149,0,1261149
"165",10105,"Cape Cod Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,129366,0,0,0,0,0,478137,0,478137
"166",10105,"Cape Cod Regional Transit Authority","Full Reporter","Urban","MB","PT",7704,0,0,146384,0,0,0,0,102384,0,0,0,0,0,362653,0,362653
"167",10107,"Milford Transit District","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,26525,0,0,0,0,0,9620,0,9620
"168",10107,"Milford Transit District","Full Reporter","Urban","MB","DO",0,0,0,54681,0,0,0,0,0,0,0,0,0,0,48311,0,48311
"169",10115,"Northern New England Passenger Rail Authority","Full Reporter","Urban","CR","PT",0,0,0,861435,0,0,0,0,0,0,0,0,0,0,10425888,0,10425888
"170",10118,"MetroWest Regional Transit Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,107245,0,0,0,0,0,30609,21000,51609
"171",10118,"MetroWest Regional Transit Authority","Full Reporter","Urban","MB","PT",0,0,131563,0,0,0,0,0,10719,0,0,0,0,0,60604,126244,186848
"172",10128,"Connecticut Department of Transportation- CTTransit Waterbury- NET","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,105580,0,0,0,0,0,49248,0,49248
"173",10128,"Connecticut Department of Transportation- CTTransit Waterbury- NET","Full Reporter","Urban","MB","DO",0,0,0,295933,0,0,0,0,0,0,0,0,0,0,331780,0,331780
"174",10130,"Connecticut Department of Transportation -CTTRANSIT New Britain","Full Reporter","Urban","MB","PT",0,0,0,267709,0,0,0,0,0,0,0,0,0,0,144991,0,144991
"175",10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority","Full Reporter","Urban","FB","DO",0,0,0,3408775,0,0,0,0,0,0,0,0,0,0,34639516,0,34639516
"176",10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority","Full Reporter","Urban","MB","DO",0,0,0,45256,38740,0,0,0,9811,0,0,0,0,0,0,0,0
"177",11147,"Rhode Island Department of Transportation","Full Reporter","Urban","FB","PT",0,0,0,126643,0,0,0,0,0,0,0,0,0,0,412378,0,412378
"178",11239,"Hyannis Harbor Tours, Inc.","Full Reporter","Urban","FB","DO",0,0,0,1467081,0,0,0,0,0,0,0,0,0,0,30542402,0,30542402
"179",20002,"Capital District Transportation Authority","Full Reporter","Urban","CB","PT",0,0,0,56874,0,0,0,0,0,0,0,0,0,0,271517,0,271517
"180",20002,"Capital District Transportation Authority","Full Reporter","Urban","DR","DO",0,0,0,0,0,0,0,0,149813,0,0,0,0,0,211431,0,211431
"181",20002,"Capital District Transportation Authority","Full Reporter","Urban","DR","PT",0,0,0,0,0,0,0,0,256990,0,0,0,0,0,578095,0,578095
